employee_id,department,salary,tenure,satisfaction_level,last_evaluation,number_project,average_monthly_hours,promotion_last_5years,left,risk_score,risk_band,risk_reasons
EMP06240,product_mng,medium,3,0.89,0.56,4,159,0,0,24.3,Low,[]
EMP06241,product_mng,medium,4,0.6,0.78,6,211,0,0,45.0,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06242,product_mng,medium,3,0.49,0.94,5,136,0,0,47.8,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06243,product_mng,medium,2,0.65,0.75,4,153,0,0,19.5,Low,[]
EMP06244,it,medium,2,0.6,0.71,5,263,0,0,33.93,Low,[]
EMP06245,randd,medium,3,0.51,1.0,3,168,0,0,35.7,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06246,randd,medium,3,0.74,0.89,4,234,0,0,28.8,Low,[]
EMP06247,randd,high,5,0.57,0.42,4,154,0,0,32.9,Low,[]
EMP06248,randd,low,2,0.82,0.84,5,173,0,0,27.4,Low,[]
EMP06249,randd,medium,6,0.19,0.63,5,206,0,0,53.3,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06250,marketing,medium,2,0.5,0.64,4,208,0,0,24.0,Low,[]
EMP06251,sales,medium,3,0.91,0.68,4,178,0,0,23.7,Low,[]
EMP06252,accounting,medium,6,0.19,0.86,4,198,0,0,45.3,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06253,support,low,3,0.94,0.84,4,220,0,0,27.8,Low,[]
EMP06254,technical,low,2,0.88,0.67,4,226,0,0,17.6,Low,[]
EMP06255,management,low,5,0.9,0.87,4,231,0,0,33.0,Low,[]
EMP06256,marketing,low,2,0.49,0.96,2,206,0,0,44.3,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Below-market / low compensation band']"
EMP06257,marketing,low,4,0.99,0.55,4,179,0,0,30.3,Low,[]
EMP06258,marketing,low,2,0.72,0.81,4,200,0,0,22.4,Low,[]
EMP06259,sales,low,6,0.66,0.69,5,202,0,0,44.2,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06260,sales,low,3,0.96,0.51,4,237,0,0,27.2,Low,[]
EMP06261,sales,low,3,0.49,0.69,4,270,0,0,47.73,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06262,sales,low,2,0.73,0.49,3,168,0,0,22.1,Low,[]
EMP06263,sales,low,4,0.48,0.98,5,132,0,0,58.1,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06264,sales,low,2,0.57,0.78,3,162,0,0,26.9,Low,[]
EMP06265,sales,low,3,0.63,0.82,3,269,0,0,43.31,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Unhealthy working hours (over/under-work)']"
EMP06266,sales,low,5,0.46,0.87,5,254,0,0,67.2,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06267,sales,low,2,0.64,0.5,3,261,0,0,29.3,Low,[]
EMP06268,sales,low,3,0.56,0.73,4,148,0,0,39.7,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06269,sales,low,4,0.97,0.75,5,228,0,0,38.9,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06270,sales,low,3,0.69,0.68,3,138,0,0,38.3,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06271,sales,low,3,0.23,0.97,4,200,0,0,49.1,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06272,sales,low,4,0.77,0.48,4,258,0,0,40.76,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06273,sales,low,3,0.76,0.57,4,266,0,0,38.77,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06274,sales,medium,2,0.98,0.66,3,204,0,0,9.6,Low,[]
EMP06275,sales,medium,3,0.92,0.77,3,236,0,0,23.4,Low,[]
EMP06276,sales,medium,3,0.63,0.67,4,149,0,0,32.35,Low,[]
EMP06277,sales,medium,3,0.91,0.69,5,240,0,0,31.7,Low,[]
EMP06278,accounting,medium,3,0.4,0.67,3,115,0,0,47.75,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP06279,accounting,medium,3,0.82,0.62,4,267,0,0,32.19,Low,[]
EMP06280,accounting,medium,3,0.81,0.88,4,149,0,0,26.95,Low,[]
EMP06281,hr,medium,3,0.61,0.69,3,224,0,0,32.7,Low,[]
EMP06282,hr,medium,2,0.3,0.57,2,158,0,0,45.0,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)']"
EMP06283,hr,medium,3,0.59,0.72,2,107,0,0,59.05,Medium,"['Workload imbalance (too many or too few projects)', 'Low job satisfaction', 'Unhealthy working hours (over/under-work)']"
EMP06284,hr,medium,5,0.2,0.56,3,217,0,0,49.0,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06285,technical,medium,2,0.75,0.56,2,212,0,0,31.5,Low,[]
EMP06286,technical,high,3,0.59,0.79,3,270,0,0,34.73,Low,[]
EMP06287,technical,low,2,0.63,0.53,4,243,0,0,25.74,Low,[]
EMP06288,technical,medium,4,0.77,0.68,5,162,0,0,39.9,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06289,technical,medium,2,0.82,0.6,5,232,0,0,22.4,Low,[]
EMP06290,technical,medium,4,0.6,0.85,5,187,0,0,45.0,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06291,technical,medium,2,0.83,0.72,3,259,0,0,18.17,Low,[]
EMP06292,technical,low,2,0.67,0.6,4,209,0,0,23.9,Low,[]
EMP06293,technical,low,6,0.84,0.56,5,97,0,0,52.05,Medium,"['Unhealthy working hours (over/under-work)', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06294,technical,low,4,0.68,0.79,5,139,0,0,50.35,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06295,technical,low,3,0.74,0.92,4,258,0,0,37.66,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06296,support,low,2,0.63,0.64,3,208,0,0,25.1,Low,[]
EMP06297,support,low,3,0.88,0.9,2,233,0,0,44.6,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06298,support,low,4,1.0,0.81,3,168,0,0,30.0,Low,[]
EMP06299,support,low,2,0.7,0.87,4,252,0,0,25.57,Low,[]
EMP06300,support,low,4,0.5,0.71,5,171,0,0,53.0,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06301,support,low,3,0.94,0.66,5,219,0,0,35.8,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06302,support,low,4,0.67,0.54,3,213,0,0,39.9,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06303,support,low,4,0.8,0.88,5,199,0,0,44.0,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06304,support,low,2,0.7,0.88,4,245,0,0,24.07,Low,[]
EMP06305,support,low,5,0.24,0.73,4,273,0,0,59.87,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06306,support,low,3,0.98,1.0,4,202,0,0,26.6,Low,[]
EMP06307,technical,low,3,0.76,0.65,4,240,0,0,33.2,Low,[]
EMP06308,technical,low,4,0.78,0.5,4,155,0,0,36.6,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06309,technical,low,2,0.42,0.91,3,209,0,0,31.4,Low,[]
EMP06310,management,medium,3,0.83,0.64,4,210,0,0,26.1,Low,[]
EMP06311,it,medium,6,0.98,0.81,4,266,0,0,27.17,Low,[]
EMP06312,it,medium,2,0.64,0.81,2,226,0,0,34.8,Low,[]
EMP06313,it,medium,2,0.67,0.75,4,133,0,0,23.15,Low,[]
EMP06314,it,medium,4,0.26,0.39,3,99,0,0,59.95,Medium,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP06315,it,medium,3,0.97,0.64,3,237,0,0,21.9,Low,[]
EMP06316,product_mng,medium,3,0.48,0.6,4,230,0,0,36.6,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06317,product_mng,medium,2,0.84,0.55,4,149,0,0,14.05,Low,[]
EMP06318,product_mng,medium,4,0.71,0.74,4,206,0,0,33.7,Low,[]
EMP06319,product_mng,medium,3,1.0,0.84,3,185,0,0,21.0,Low,[]
EMP06320,it,medium,2,0.6,0.76,5,269,0,0,35.21,Medium,"['Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']"
EMP06321,randd,medium,5,0.95,0.37,6,233,0,0,34.5,Low,[]
EMP06322,randd,high,2,0.56,0.56,3,162,0,0,17.2,Low,[]
EMP06323,randd,low,3,0.75,0.49,2,173,0,0,48.5,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06324,randd,medium,4,0.98,0.53,6,253,0,0,36.39,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06325,randd,medium,3,0.7,0.72,5,134,0,0,42.0,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP06326,marketing,medium,3,0.65,0.92,4,133,0,0,35.75,Medium,"['No recent promotion / stalled growth', 'In a historically high-attrition tenure window', 'Unhealthy working hours (over/under-work)']"
EMP06327,sales,medium,2,0.8,0.81,5,143,0,0,24.75,Low,[]
EMP06328,accounting,low,4,0.49,0.78,3,264,0,0,50.44,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06329,support,low,6,0.32,0.73,3,180,0,0,46.4,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06330,technical,low,2,0.88,0.54,3,235,0,0,17.6,Low,[]
EMP06331,management,low,2,0.8,0.97,4,232,0,0,20.0,Low,[]
EMP06332,marketing,low,4,0.73,0.74,4,181,0,0,38.1,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06333,marketing,low,2,0.72,0.58,3,198,0,0,22.4,Low,[]
EMP06334,marketing,low,3,0.58,0.78,5,211,0,0,46.6,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06335,sales,low,3,0.66,0.96,4,216,0,0,36.2,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06336,sales,low,3,0.63,0.79,3,197,0,0,37.1,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06337,sales,low,2,0.69,0.56,2,214,0,0,38.3,Medium,"['Workload imbalance (too many or too few projects)', 'Below-market / low compensation band']"
EMP06338,sales,low,3,0.49,0.59,3,185,0,0,41.3,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06339,sales,low,2,0.6,0.45,3,173,0,0,26.0,Low,[]
EMP06340,sales,low,4,0.5,0.63,4,229,0,0,45.0,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06341,sales,low,3,0.34,0.81,4,116,0,0,54.3,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06342,sales,low,3,0.79,0.6,5,223,0,0,40.3,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06343,sales,low,3,0.98,0.68,4,154,0,0,26.6,Low,[]
EMP06344,sales,low,2,0.96,0.97,5,240,0,0,23.2,Low,[]
EMP06345,sales,low,2,0.88,0.89,3,139,0,0,20.35,Low,[]
EMP06346,sales,low,2,0.6,0.61,2,275,0,0,48.5,Medium,"['Workload imbalance (too many or too few projects)', 'Below-market / low compensation band', 'Unhealthy working hours (over/under-work)']"
EMP06347,sales,low,3,0.62,0.73,3,158,0,0,37.4,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06348,sales,low,4,0.4,0.72,3,204,0,0,48.0,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06349,sales,medium,2,0.16,0.82,5,121,0,0,49.45,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']"
EMP06350,sales,medium,6,0.81,0.98,5,243,0,0,35.34,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP06351,sales,medium,2,0.69,0.69,4,195,0,0,18.3,Low,[]
EMP06352,sales,medium,3,0.66,0.51,5,149,0,0,39.45,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP06353,sales,medium,2,0.66,0.62,5,214,0,0,27.2,Low,[]
EMP06354,accounting,medium,3,0.61,0.53,4,266,0,0,38.27,Medium,"['No recent promotion / stalled growth', 'In a historically high-attrition tenure window', 'Unhealthy working hours (over/under-work)']"
EMP06355,accounting,medium,2,0.99,0.77,5,222,0,0,17.3,Low,[]
EMP06356,accounting,medium,6,0.73,0.54,3,283,0,0,38.31,Medium,"['No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP06357,hr,medium,5,0.63,0.72,2,161,0,0,51.1,Medium,"['Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06358,hr,medium,4,0.6,0.91,3,157,0,0,37.0,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06359,hr,medium,2,0.44,0.44,3,126,0,0,31.8,Low,[]
EMP06360,hr,medium,6,0.64,0.95,3,131,0,0,36.55,Medium,"['No recent promotion / stalled growth', 'In a historically high-attrition tenure window', 'Unhealthy working hours (over/under-work)']"
EMP06361,technical,high,2,0.91,0.81,4,139,0,0,9.45,Low,[]
EMP06362,technical,low,3,0.55,0.59,4,230,0,0,39.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06363,technical,medium,2,0.7,0.73,4,240,0,0,18.0,Low,[]
EMP06364,technical,medium,3,0.37,0.59,3,134,0,0,43.9,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06365,technical,medium,3,0.16,0.56,6,196,0,0,54.2,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06366,technical,medium,4,0.69,0.97,5,240,0,0,42.3,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06367,technical,low,5,0.96,0.47,2,233,0,0,46.2,Medium,"['Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06368,technical,low,3,0.62,0.91,5,267,0,0,51.19,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06369,technical,low,3,0.94,0.45,2,211,0,0,42.8,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06370,technical,low,3,0.67,0.83,3,260,0,0,40.19,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06371,technical,low,3,0.89,0.57,3,113,0,0,38.55,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Unhealthy working hours (over/under-work)']"
EMP06372,support,low,3,0.6,0.63,5,267,0,0,51.79,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06373,support,low,3,0.89,0.62,5,196,0,0,37.3,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06374,support,low,2,0.6,0.89,3,232,0,0,26.0,Low,[]
EMP06375,support,low,3,0.93,0.95,2,156,0,0,43.1,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06376,support,low,5,0.38,0.78,4,159,0,0,48.6,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06377,support,low,3,0.62,0.57,3,223,0,0,37.4,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06378,support,low,3,0.86,0.86,4,197,0,0,30.2,Low,[]
EMP06379,support,low,2,0.61,0.62,2,192,0,0,40.7,Medium,"['Workload imbalance (too many or too few projects)', 'Below-market / low compensation band']"
EMP06380,support,low,3,0.77,0.64,4,192,0,0,32.9,Low,[]
EMP06381,support,low,3,0.85,0.73,4,174,0,0,30.5,Low,[]
EMP06382,support,low,3,0.94,0.62,4,191,0,0,27.8,Low,[]
EMP06383,technical,low,2,0.59,0.59,4,270,0,0,32.73,Low,[]
EMP06384,technical,low,3,0.9,0.92,3,139,0,0,31.75,Low,[]
EMP06385,technical,low,2,0.86,0.65,4,243,0,0,18.84,Low,[]
EMP06386,management,low,2,0.72,0.7,3,238,0,0,22.4,Low,[]
EMP06387,it,low,2,0.84,0.52,5,189,0,0,26.8,Low,[]
EMP06388,it,medium,3,0.64,0.5,4,189,0,0,31.8,Low,[]
EMP06389,it,medium,3,0.81,0.75,4,206,0,0,26.7,Low,[]
EMP06390,it,medium,2,0.66,0.7,5,254,0,0,30.2,Low,[]
EMP06391,it,medium,6,0.75,0.55,3,253,0,0,31.29,Low,[]
EMP06392,product_mng,medium,2,0.54,0.67,3,243,0,0,23.44,Low,[]
EMP06393,product_mng,medium,2,0.98,0.76,3,224,0,0,9.6,Low,[]
EMP06394,product_mng,medium,2,0.8,0.85,4,139,0,0,17.75,Low,[]
EMP06395,product_mng,medium,3,0.68,0.7,5,270,0,0,45.03,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']"
EMP06396,it,medium,2,0.54,0.57,3,257,0,0,26.44,Low,[]
EMP06397,randd,medium,2,0.88,0.84,4,170,0,0,12.6,Low,[]
EMP06398,randd,medium,3,0.71,0.62,3,222,0,0,29.7,Low,[]
EMP06399,randd,medium,2,0.77,0.58,2,247,0,0,32.4,Low,[]
EMP06400,randd,high,3,0.6,0.6,4,201,0,0,28.0,Low,[]
EMP06401,randd,low,5,0.53,0.75,4,263,0,0,49.03,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06402,marketing,medium,2,0.85,0.5,3,168,0,0,13.5,Low,[]
EMP06403,sales,medium,2,0.59,0.75,4,190,0,0,21.3,Low,[]
EMP06404,accounting,medium,5,0.23,0.77,4,140,0,0,50.6,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06405,support,medium,3,0.7,0.6,3,224,0,0,30.0,Low,[]
EMP06406,technical,low,3,0.92,0.49,5,145,0,0,37.65,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06407,management,low,3,0.95,0.37,4,285,0,0,37.14,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Unhealthy working hours (over/under-work)']"
EMP06408,marketing,low,3,0.39,0.43,3,154,0,0,44.3,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06409,marketing,low,2,0.85,0.8,4,200,0,0,18.5,Low,[]
EMP06410,marketing,low,2,0.98,0.7,3,255,0,0,17.81,Low,[]
EMP06411,sales,low,6,0.15,0.48,6,204,0,0,59.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06412,sales,low,4,0.68,0.54,3,270,0,0,46.03,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06413,sales,low,5,0.24,0.91,5,177,0,0,60.8,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06414,sales,medium,3,0.77,0.59,4,140,0,0,30.4,Low,[]
EMP06415,sales,medium,3,0.36,0.69,3,165,0,0,40.2,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06416,sales,medium,4,0.5,0.89,3,187,0,0,40.0,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06417,sales,medium,4,0.2,0.98,4,166,0,0,49.0,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06418,sales,medium,2,0.86,0.56,5,141,0,0,23.45,Low,[]
EMP06419,sales,medium,2,0.84,0.63,4,135,0,0,17.55,Low,[]
EMP06420,sales,medium,4,0.9,0.98,5,148,0,0,36.5,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06421,sales,medium,6,0.4,0.51,3,120,0,0,46.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP06422,sales,medium,3,0.63,0.62,3,141,0,0,34.35,Low,[]
EMP06423,sales,medium,4,0.73,0.95,3,222,0,0,33.1,Low,[]
EMP06424,sales,medium,6,0.25,0.67,2,136,0,0,62.0,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP06425,sales,medium,2,0.7,0.57,3,180,0,0,18.0,Low,[]
EMP06426,sales,medium,3,0.6,0.97,3,187,0,0,33.0,Low,[]
EMP06427,sales,medium,3,0.99,0.66,3,202,0,0,21.3,Low,[]
EMP06428,sales,medium,4,0.29,0.86,3,251,0,0,58.66,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06429,sales,medium,2,0.53,0.63,4,259,0,0,27.17,Low,[]
EMP06430,accounting,medium,2,0.83,0.76,3,262,0,0,18.81,Low,[]
EMP06431,accounting,medium,4,0.18,0.92,5,251,0,0,69.96,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06432,accounting,medium,5,0.14,0.74,4,117,0,0,59.05,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06433,hr,medium,2,0.5,0.66,4,155,0,0,24.0,Low,[]
EMP06434,hr,medium,6,0.36,0.89,3,197,0,0,40.2,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP06435,hr,medium,2,0.34,0.56,3,139,0,0,31.55,Low,[]
EMP06436,hr,medium,2,0.51,0.75,4,175,0,0,23.7,Low,[]
EMP06437,technical,medium,3,0.5,0.52,5,137,0,0,47.25,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP06438,technical,medium,4,0.69,0.93,3,228,0,0,34.3,Low,[]
EMP06439,technical,high,4,0.52,0.51,2,232,0,0,49.4,Medium,"['Workload imbalance (too many or too few projects)', 'Low job satisfaction', 'In a historically high-attrition tenure window']"
EMP06440,technical,high,3,0.32,0.5,2,143,0,0,53.15,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP06441,technical,high,5,0.88,0.99,3,190,0,0,23.6,Low,[]
EMP06442,technical,high,3,0.6,0.87,3,196,0,0,28.0,Low,[]
EMP06443,technical,high,3,0.72,0.8,3,213,0,0,24.4,Low,[]
EMP06444,technical,high,3,0.65,0.9,3,200,0,0,26.5,Low,[]
EMP06445,technical,high,2,0.82,0.78,5,166,0,0,17.4,Low,[]
EMP06446,technical,high,3,0.67,0.92,5,258,0,0,37.76,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP06447,technical,high,4,0.44,0.87,5,104,0,0,56.3,Medium,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP06448,support,high,2,0.52,0.85,5,173,0,0,26.4,Low,[]
EMP06449,support,high,3,0.54,0.51,2,176,0,0,44.8,Medium,"['Workload imbalance (too many or too few projects)', 'Low job satisfaction', 'No recent promotion / stalled growth']"
EMP06450,support,high,3,0.67,0.76,5,181,0,0,33.9,Low,[]
EMP06451,support,low,5,0.16,0.64,6,143,0,0,64.95,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06452,support,low,3,0.81,0.73,4,186,0,0,31.7,Low,[]
EMP06453,support,low,3,0.77,0.85,3,136,0,0,36.4,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP06454,support,low,2,0.84,0.99,4,219,0,0,18.8,Low,[]
EMP06455,support,low,4,0.56,0.56,5,229,0,0,51.2,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06456,support,low,3,0.67,0.97,5,239,0,0,43.9,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP06457,support,low,2,0.65,0.7,4,182,0,0,24.5,Low,[]
EMP06458,support,low,3,0.39,0.57,2,132,0,0,63.8,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP06459,technical,low,3,0.77,0.75,3,272,0,0,39.76,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Unhealthy working hours (over/under-work)']"
EMP06460,technical,low,3,0.41,0.96,5,167,0,0,51.7,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP06461,technical,low,2,0.59,0.67,3,180,0,0,26.3,Low,[]
EMP06462,management,low,5,0.14,0.72,6,100,0,0,76.3,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP06463,it,low,2,0.6,0.82,4,134,0,0,30.0,Low,[]
EMP06464,it,low,5,0.14,0.98,6,221,0,0,73.8,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP06465,it,low,2,0.88,0.8,3,166,0,0,17.6,Low,[]
EMP06466,it,medium,2,0.6,0.91,4,214,0,0,21.0,Low,[]
EMP06467,it,medium,3,1.0,0.49,4,227,0,0,21.0,Low,[]
EMP06468,product_mng,medium,3,0.56,0.98,4,207,0,0,34.2,Low,[]
