employee_id,department,salary,tenure,satisfaction_level,last_evaluation,number_project,average_monthly_hours,promotion_last_5years,left,risk_score,risk_band,risk_reasons,recommended_interventions
EMP03586,marketing,low,5,0.31,0.98,5,232,0,0,68.7,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP07797,sales,medium,3,0.17,0.45,2,119,0,0,68.65,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP10899,product_mng,medium,4,0.18,0.9,4,282,0,0,68.6,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP04184,it,medium,5,0.37,0.48,2,285,0,0,68.54,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP09163,sales,low,3,0.3,0.58,2,124,0,0,68.5,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP02035,technical,low,3,0.33,0.88,6,260,0,0,68.39,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.', 'Review pay against the role and market, and pair the conversation with recognition or other rewards where a change is not immediate.', 'Benchmark compensation for the role and explain the path for future pay progression as clearly as possible.', 'Consider a compensation review alongside recognition, bonus eligibility, flexibility, or development opportunities.']"
EMP08993,randd,medium,5,0.19,0.81,5,245,0,0,68.37,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP10538,sales,medium,5,0.13,0.61,6,283,0,0,68.31,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP10047,support,medium,3,0.31,0.37,2,104,0,0,68.2,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.']"
EMP06492,sales,low,4,0.4,0.87,5,250,0,0,68.14,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP11651,randd,high,3,0.15,0.81,5,280,0,0,68.07,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'High performer showing silent burnout signs']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.', 'Bring the manager and HR together for a priority retention conversation, then reduce avoidable pressure and recognize recent performance.', 'Protect the employee from sustained overload while keeping recognition high; strong performance should not depend on endless extra hours.', ""Use a focused leadership check-in to address burnout signals, workload, recognition, and the employee's longer-term goals.""]"
EMP02242,technical,medium,3,0.16,0.9,5,258,0,0,68.06,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'High performer showing silent burnout signs']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.', 'Bring the manager and HR together for a priority retention conversation, then reduce avoidable pressure and recognize recent performance.', 'Protect the employee from sustained overload while keeping recognition high; strong performance should not depend on endless extra hours.', ""Use a focused leadership check-in to address burnout signals, workload, recognition, and the employee's longer-term goals.""]"
EMP11061,it,low,4,0.14,0.56,5,259,0,0,67.87,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP09826,it,low,5,0.34,0.42,6,287,0,0,67.87,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP09497,technical,low,4,0.25,0.87,3,265,0,0,67.86,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP07737,technical,low,3,0.38,0.67,2,117,0,0,67.85,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP04604,hr,low,5,0.48,0.6,2,121,0,0,67.85,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP05627,it,low,5,0.24,0.79,2,175,0,0,67.8,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP08158,randd,low,6,0.21,0.85,6,235,0,0,67.7,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.', 'Review pay against the role and market, and pair the conversation with recognition or other rewards where a change is not immediate.', 'Benchmark compensation for the role and explain the path for future pay progression as clearly as possible.', 'Consider a compensation review alongside recognition, bonus eligibility, flexibility, or development opportunities.']"
EMP02214,sales,medium,4,0.26,0.63,6,100,0,0,67.7,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP07111,sales,low,3,0.46,0.79,2,108,0,0,67.7,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.']"
EMP10706,accounting,medium,4,0.14,0.66,5,281,0,0,67.59,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP02895,accounting,low,4,0.3,0.7,5,280,0,0,67.57,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP03427,sales,low,5,0.24,0.48,5,123,0,0,67.55,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP07084,product_mng,low,4,0.29,0.95,5,117,0,0,67.55,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP09858,sales,medium,6,0.12,0.81,4,287,0,0,67.47,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP03337,it,medium,4,0.17,0.78,6,284,0,0,67.33,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP09490,hr,medium,5,0.29,0.57,5,98,0,0,67.3,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP02344,it,low,3,0.54,0.73,2,100,0,0,67.3,High,"['Workload imbalance (too many or too few projects)', 'Low job satisfaction', 'Unhealthy working hours (over/under-work)']","['Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.']"
EMP02078,sales,low,5,0.12,0.87,4,244,0,0,67.26,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP10402,accounting,low,4,0.45,0.5,5,99,0,0,67.25,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP06266,sales,low,5,0.46,0.87,5,254,0,0,67.2,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP04086,support,low,3,0.3,0.8,6,250,0,0,67.14,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.', 'Review pay against the role and market, and pair the conversation with recognition or other rewards where a change is not immediate.', 'Benchmark compensation for the role and explain the path for future pay progression as clearly as possible.', 'Consider a compensation review alongside recognition, bonus eligibility, flexibility, or development opportunities.']"
EMP04207,sales,low,5,0.25,0.62,6,271,0,0,67.14,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
